Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,McDavid Nissan,11911 Gulf Fwy,,Houston,TX,77034,,713-941-0600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,29.625565,-95.22531,2020-06-09,39728,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Mossy Nissan,12150 Katy Fwy,,Houston,TX,77079,,281-496-2200,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,29.785494,-95.60022,2020-06-09,39729,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Tom Peacock Nissan,15300 North Fwy,,Houston,TX,77090,,855-969-1871,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,29.990205,-95.423096,2020-06-09,39730,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Robbins Nissan,18711 Highway 59 N,,Humble,TX,77338,,281-446-3181,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.990275,-95.275606,2020-06-09,39731,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Clay Cooley Nissan,1500 E Airport Fwy,,Irving,TX,75062,,972-438-4300,E,,Public - Call ahead,Dealership business hours,,,,,,1,2,,Non-Networked,,200-9,32.849437,-96.914294,2020-06-09,39732,2021-09-17 20:52:35 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Katy Nissan,25550 Kingsland Blvd,,Katy,TX,77494,,281-305-8961,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.775354,-95.817237,2020-06-09,39733,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Bates Nissan,5501 E Central Texas Expy,,Killeen,TX,76543,,254-699-7181,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,31.078549,-97.692745,2020-06-09,39734,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Sames Kingsville Nissan,2501 S US Highway 77,,Kingsville,TX,78363,,361-592-2661,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,27.492086,-97.84753,2020-06-09,39735,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Family Nissan of Laredo,3701 E Saunders St,,Laredo,TX,78041,,956-523-8888,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,27.528418,-99.458211,2020-06-09,39736,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Clear Lake Nissan,2150 Gulf Fwy,,League City,TX,77573,,281-557-5300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.484543,-95.10255,2020-06-09,39737,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,AutoNation Nissan - Lewisville,1601 S Stemmons Fwy,,Lewisville,TX,75067,,972-420-9500,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,33.022937,-96.988337,2020-06-09,39738,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Patterson Nissan - Longview,3114 N Eastman Rd,,Longview,TX,75605,,903-758-4135,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,32.553772,-94.727241,2020-06-09,39739,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,McGavock Nissan,6312 Milwaukee Ave,,Lubbock,TX,79424,,806-783-8484,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,33.535048,-101.958266,2020-06-09,39740,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of McKinney,3800 S Central Expy,,McKinney,TX,75069,,214-544-4900,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,33.161606,-96.644662,2020-06-09,39741,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Trophy Nissan,5031 N Galloway Ave,,Mesquite,TX,75150,,972-613-2200,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,32.829838,-96.629967,2020-06-09,39742,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Midland,4800 W Loop 250,,Midland,TX,79707,,432-694-9558,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,32.024113,-102.151567,2020-06-09,39743,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Twin City Nissan,10549 Highway 69,,Port Arthur,TX,77640,,409-727-2779,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,29.953433,-94.0071,2020-06-09,39745,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Courtesy Nissan,1777 N Central Expy,,Richardson,TX,75080,,,E,,Public - Call ahead,Dealership business hours; contact 972-231-2600 for more information,,,,,,2,1,,Non-Networked,,GPS,32.97135,-96.719803,2020-06-09,39746,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Gillman Nissan,26001 Southwest Fwy,,Rosenberg,TX,77471,,281-341-2277,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.534537,-95.772812,2020-06-09,39747,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Round Rock Nissan,3050 N IH-35,,Round Rock,TX,78681,,512-244-8500,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,30.54205,-97.69265,2020-06-09,39748,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Jim Bass Nissan,4052 W Houston Harte Expy,,San Angelo,TX,76901,,325-949-4621,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,31.44646,-100.496244,2020-06-09,39749,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Ancira Nissan,10835 IH-10 W,,San Antonio,TX,78230,,210-558-5001,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,29.543147,-98.57544,2020-06-09,39750,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Gunn Nissan,750 NE Loop 410,,San Antonio,TX,78209,,888-693-8380,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,29.517253,-98.467365,2020-06-09,39751,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Ingram Park Nissan,6990 NW Loop 410,,San Antonio,TX,78238,,210-681-6300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.457047,-98.625324,2020-06-09,39752,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,World Car Nissan,12908 IH-35 N,,San Antonio,TX,78233,,210-599-5959,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,29.556508,-98.34469,2020-06-09,39753,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of San Marcos,2980 S IH-35,,San Marcos,TX,78666,,512-353-5116,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,30.4963137,-97.6809454,2020-06-09,39754,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Silsbee,3480 Highway 96 Bypass,,Silsbee,TX,77656,,409-299-3221,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,30.314894,-94.18396,2020-06-09,39755,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Sterling McCall Nissan,12230 Southwest Fwy,,Stafford,TX,77477,,281-243-8600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,29.645808,-95.57612,2020-06-09,39756,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Garlyn Shelton Nissan,5420 Midway Dr,,Temple,TX,76502,,254-773-4828,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,31.079653,-97.410328,2020-06-09,39757,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Peltier Nissan,3201 W-SW Loop 323,,Tyler,TX,75701,,903-561-7300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,32.31165413012184,-95.34249985662234,2020-06-09,39758,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Victory Nissan,6003 N Navarro St,,Victoria,TX,77904,,361-578-5000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,28.851423,-96.997881,2020-06-09,39759,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Douglas Nissan,5605 Legendlake Pkwy,,Waco,TX,76712,,254-776-8016,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,31.495348,-97.160226,2020-06-09,39760,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Southwest Nissan,3050 Fort Worth Hwy,,Weatherford,TX,76087,,817-596-3811,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,32.7561,-97.705239,2020-06-09,39761,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Wichita Falls,4000 Kell Blvd,,Wichita Falls,TX,76309,,940-691-6888,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,33.88049,-98.545953,2020-06-09,39762,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,PIE AE OTC 3FL PKGSTA3,505 Barton Springs Rd,,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.256917,-97.749169,2021-10-05,40372,2021-10-05 00:27:29 UTC,,,,2011-05-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PIE AE ANIMAL SERVICE2,7201 Levander Loop,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.251357,-97.689015,2021-10-05,41265,2021-10-05 00:27:29 UTC,,,,2011-12-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PIE AE PUBDITTMAR2,1009 W Dittmar Rd,,Austin,TX,78745,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.185366,-97.801298,2021-10-05,41266,2021-10-05 00:27:29 UTC,,,,2011-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PIE AE MILWOOD LIB 2,12500 Amherst Dr,,Austin,TX,78727,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.422284,-97.71646,2021-10-05,41269,2021-10-05 00:27:29 UTC,,,,2011-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PIE AE PUB-STDAVIDSST1,710 Trinity St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.268887,-97.738936,2021-10-05,41272,2021-10-05 00:27:29 UTC,,,,2015-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Mission Trail Baptist Hospital,3333 Research Plaza,Located in the main parking lot,San Antonio,TX,78235,,210-297-3000,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,200-8,29.343808,-98.436931,2020-10-09,41941,2021-03-11 23:22:17 UTC,P,,,2011-11-15,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free,,,,,,,,,,
ELEC,Park 'N Fly,15850 John F Kennedy Blvd,,Houston,TX,77032,,281-590-5173,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,29.94917,-95.33138,2020-09-03,42209,2021-03-11 23:22:17 UTC,P,,,2011-10-06,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,ACC ROUNDROCK STAT4,4400 College Park Dr,,Round Rock,TX,78665,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.563925,-97.658312,2021-10-05,43281,2021-10-05 00:27:29 UTC,,,,2015-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,WHOLE FOODS MKT BEE CAVE ST1,12601 Hill Country Blvd,,Bee Cave,TX,78738,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.307388,-97.938035,2021-10-05,46369,2021-10-05 00:27:29 UTC,,,,2015-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
